scenario,ev,alg,metric,seed,value
od1500k,vehev1,kapusta,ttt,10105,2215.00
od1500k,vehev3,kapusta2,tl,4771,1051.94
od1500k,vehev3,kapusta2,rt,4771,56637.57
od1500k,vehev3,kapusta2,ttt,4771,1783.00
od1500k,vehev2,kapusta2,tl,16250,3499.38
od1500k,vehev2,kapusta2,rt,16250,77781.62
od1500k,vehev2,kapusta2,ttt,16250,4395.00
od1500k,vehev2,tpn2,tl,6479,3234.62
od1500k,vehev2,tpn2,rt,6479,78264.97
od1500k,vehev2,tpn2,ttt,6479,4130.00
od1500k,vehev1,no-preemption,tl,10105,1850.31
od1500k,vehev1,no-preemption,rt,10105,69472.50
od1500k,vehev1,no-preemption,ttt,10105,3071.00
od1500k,vehev2,allgreen,tl,32668,233.12
od1500k,vehev2,allgreen,rt,32668,51146.80
od1500k,vehev2,allgreen,ttt,32668,1127.00
od1500k,vehev2,kapusta,tl,12811,18933.85
od1500k,vehev2,kapusta,rt,12811,128754.07
od1500k,vehev2,kapusta,ttt,12811,19828.00
od1500k,vehev2,tpn2,tl,12811,6811.24
od1500k,vehev2,tpn2,rt,12811,89552.20
od1500k,vehev2,tpn2,ttt,12811,7706.00
od1500k,vehev1,allgreen,tl,32668,235.11
od1500k,vehev1,allgreen,rt,32668,50428.50
od1500k,vehev1,allgreen,ttt,32668,1457.00
od1500k,vehev2,allgreen,tl,227,34144.98
od1500k,vehev2,allgreen,rt,227,230598.99
od1500k,vehev2,allgreen,ttt,227,35040.00
od1500k,vehev3,allgreen,tl,22570,81.55
od1500k,vehev3,allgreen,rt,22570,44210.93
od1500k,vehev3,allgreen,ttt,22570,814.00
od1500k,vehev2,tpn2,tl,32668,1855.38
od1500k,vehev2,tpn2,rt,32668,57609.58
od1500k,vehev2,tpn2,ttt,32668,2750.00
od1500k,vehev3,allgreen,tl,14368,1408.54
od1500k,vehev3,allgreen,rt,14368,48213.48
od1500k,vehev3,allgreen,ttt,14368,2140.00
od1500k,vehev1,tpn,tl,12811,304.02
od1500k,vehev1,tpn,rt,12811,59171.82
od1500k,vehev1,tpn,ttt,12811,1524.00
od1500k,vehev2,tpn2,tl,227,4415.55
od1500k,vehev2,tpn2,rt,227,83827.15
od1500k,vehev2,tpn2,ttt,227,5311.00
od1500k,vehev3,kapusta,tl,22760,16160.55
od1500k,vehev3,kapusta,rt,22760,125067.76
od1500k,vehev3,kapusta,ttt,22760,16893.00
od1500k,vehev2,kapusta2,tl,17651,6175.54
od1500k,vehev2,kapusta2,rt,17651,92074.67
od1500k,vehev2,kapusta2,ttt,17651,7071.00
od1500k,vehev2,tpn2,tl,22760,2539.80
od1500k,vehev2,tpn2,rt,22760,64358.27
od1500k,vehev2,tpn2,ttt,22760,3434.00
od1500k,vehev2,tpn2,tl,27548,1831.57
od1500k,vehev2,tpn2,rt,27548,59056.67
od1500k,vehev2,tpn2,ttt,27548,2727.00
od1500k,vehev2,no-preemption,tl,12837,5770.90
od1500k,vehev2,no-preemption,rt,12837,88262.18
od1500k,vehev2,no-preemption,ttt,12837,6665.00
od1500k,vehev3,kapusta2,tl,16993,2211.34
od1500k,vehev3,kapusta2,rt,16993,51612.78
od1500k,vehev3,kapusta2,ttt,16993,2942.00
od1500k,vehev1,allgreen,tl,227,220.68
od1500k,vehev1,allgreen,rt,227,54072.51
od1500k,vehev1,allgreen,ttt,227,1441.00
od1500k,vehev3,allgreen,tl,11718,100.64
od1500k,vehev3,allgreen,rt,11718,43204.32
od1500k,vehev3,allgreen,ttt,11718,831.00
od1500k,vehev1,allgreen,tl,22737,498.72
od1500k,vehev1,allgreen,rt,22737,50471.03
od1500k,vehev1,allgreen,ttt,22737,1721.00
od1500k,vehev1,kapusta2,tl,22760,4494.31
od1500k,vehev1,kapusta2,rt,22760,68381.70
od1500k,vehev1,kapusta2,ttt,22760,5715.00
od1500k,vehev1,tpn2,tl,32668,325.16
od1500k,vehev1,tpn2,rt,32668,61074.25
od1500k,vehev1,tpn2,ttt,32668,1547.00
od1500k,vehev2,tpn,tl,21907,3474.05
od1500k,vehev2,tpn,rt,21907,77940.15
od1500k,vehev2,tpn,ttt,21907,4369.00
od1500k,vehev2,allgreen,tl,22570,2389.69
od1500k,vehev2,allgreen,rt,22570,73233.66
od1500k,vehev2,allgreen,ttt,22570,3284.00
od1500k,vehev2,tpn,tl,12811,2662.81
od1500k,vehev2,tpn,rt,12811,67909.56
od1500k,vehev2,tpn,ttt,12811,3558.00
od1500k,vehev1,tpn,tl,21907,274.64
od1500k,vehev1,tpn,rt,21907,56105.33
od1500k,vehev1,tpn,ttt,21907,1496.00
od1500k,vehev3,tpn2,tl,22737,157.93
od1500k,vehev3,tpn2,rt,22737,39902.34
od1500k,vehev3,tpn2,ttt,22737,889.00
od1500k,vehev1,kapusta,tl,21907,1946.47
od1500k,vehev1,kapusta,rt,21907,72019.88
od1500k,vehev1,kapusta,ttt,21907,3167.00
od1500k,vehev3,tpn,tl,2094,68.49
od1500k,vehev3,tpn,rt,2094,44116.52
od1500k,vehev3,tpn,ttt,2094,800.00
od1500k,vehev3,kapusta2,tl,21907,549.78
od1500k,vehev3,kapusta2,rt,21907,51992.81
od1500k,vehev3,kapusta2,ttt,21907,1282.00
od1500k,vehev3,kapusta,tl,12811,1764.14
od1500k,vehev3,kapusta,rt,12811,64432.17
od1500k,vehev3,kapusta,ttt,12811,2496.00
od1500k,vehev1,tpn,tl,16993,681.49
od1500k,vehev1,tpn,rt,16993,55624.03
od1500k,vehev1,tpn,ttt,16993,1903.00
od1500k,vehev2,kapusta2,tl,20276,54753.74
od1500k,vehev2,kapusta2,rt,20276,363722.84
od1500k,vehev2,kapusta2,ttt,20276,55649.00
od1500k,vehev2,tpn2,tl,14368,2701.56
od1500k,vehev2,tpn2,rt,14368,73124.75
od1500k,vehev2,tpn2,ttt,14368,3595.00
od1500k,vehev3,allgreen,tl,27548,725.28
od1500k,vehev3,allgreen,rt,27548,54521.28
od1500k,vehev3,allgreen,ttt,27548,1457.00
od1500k,vehev1,no-preemption,tl,22570,1492.86
od1500k,vehev1,no-preemption,rt,22570,61402.63
od1500k,vehev1,no-preemption,ttt,22570,2714.00
od1500k,vehev2,kapusta2,tl,227,13523.18
od1500k,vehev2,kapusta2,rt,227,127770.88
od1500k,vehev2,kapusta2,ttt,227,14417.00
od1500k,vehev2,no-preemption,tl,17651,6308.87
od1500k,vehev2,no-preemption,rt,17651,90433.76
od1500k,vehev2,no-preemption,ttt,17651,7204.00
od1500k,vehev3,kapusta2,tl,6325,4204.79
od1500k,vehev3,kapusta2,rt,6325,69764.15
od1500k,vehev3,kapusta2,ttt,6325,4936.00
od1500k,vehev3,tpn2,tl,24847,332.02
od1500k,vehev3,tpn2,rt,24847,45050.03
od1500k,vehev3,tpn2,ttt,24847,1063.00
od1500k,vehev2,no-preemption,tl,31737,22074.16
od1500k,vehev2,no-preemption,rt,31737,151799.95
od1500k,vehev2,no-preemption,ttt,31737,22969.00
od1500k,vehev2,tpn2,tl,24847,235.15
od1500k,vehev2,tpn2,rt,24847,46089.48
od1500k,vehev2,tpn2,ttt,24847,1130.00
od1500k,vehev2,tpn,tl,30366,585.69
od1500k,vehev2,tpn,rt,30366,57694.98
od1500k,vehev2,tpn,ttt,30366,1479.00
od1500k,vehev1,tpn,tl,10105,1093.38
od1500k,vehev1,tpn,rt,10105,57749.25
od1500k,vehev1,tpn,ttt,10105,2314.00
od1500k,vehev3,tpn2,tl,11718,210.51
od1500k,vehev3,tpn2,rt,11718,38869.35
od1500k,vehev3,tpn2,ttt,11718,942.00
od1500k,vehev2,tpn,tl,30616,665.89
od1500k,vehev2,tpn,rt,30616,47509.68
od1500k,vehev2,tpn,ttt,30616,1560.00
od1500k,vehev3,no-preemption,tl,32668,1605.77
od1500k,vehev3,no-preemption,rt,32668,54199.67
od1500k,vehev3,no-preemption,ttt,32668,2338.00
od1500k,vehev1,no-preemption,tl,6479,4190.05
od1500k,vehev1,no-preemption,rt,6479,86133.76
od1500k,vehev1,no-preemption,ttt,6479,5411.00
od1500k,vehev1,tpn2,tl,30366,582.42
od1500k,vehev1,tpn2,rt,30366,47761.71
od1500k,vehev1,tpn2,ttt,30366,1804.00
od1500k,vehev3,tpn2,tl,4771,992.73
od1500k,vehev3,tpn2,rt,4771,54896.29
od1500k,vehev3,tpn2,ttt,4771,1724.00
od1500k,vehev1,tpn2,tl,2094,664.03
od1500k,vehev1,tpn2,rt,2094,44619.41
od1500k,vehev1,tpn2,ttt,2094,1885.00
od1500k,vehev2,kapusta2,tl,11718,68910.54
od1500k,vehev2,kapusta2,rt,11718,375828.15
od1500k,vehev2,kapusta2,ttt,11718,69806.00
od1500k,vehev3,no-preemption,tl,15239,1796.26
od1500k,vehev3,no-preemption,rt,15239,58876.44
od1500k,vehev3,no-preemption,ttt,15239,2528.00
od1500k,vehev1,tpn2,tl,25029,399.82
od1500k,vehev1,tpn2,rt,25029,48250.05
od1500k,vehev1,tpn2,ttt,25029,1621.00
od1500k,vehev2,tpn2,tl,27226,805.49
od1500k,vehev2,tpn2,rt,27226,54612.69
od1500k,vehev2,tpn2,ttt,27226,1702.00
od1500k,vehev1,tpn2,tl,22737,2562.84
od1500k,vehev1,tpn2,rt,22737,65514.52
od1500k,vehev1,tpn2,ttt,22737,3784.00
od1500k,vehev1,tpn2,tl,10105,995.38
od1500k,vehev1,tpn2,rt,10105,47972.96
od1500k,vehev1,tpn2,ttt,10105,2216.00
od1500k,vehev1,no-preemption,tl,17651,5262.89
od1500k,vehev1,no-preemption,rt,17651,75808.58
od1500k,vehev1,no-preemption,ttt,17651,6483.00
od1500k,vehev2,no-preemption,tl,2094,13332.13
od1500k,vehev2,no-preemption,rt,2094,121581.80
od1500k,vehev2,no-preemption,ttt,2094,14227.00
od1500k,vehev3,tpn2,tl,21907,164.62
od1500k,vehev3,tpn2,rt,21907,42472.28
od1500k,vehev3,tpn2,ttt,21907,896.00
od1500k,vehev2,allgreen,tl,27422,134.53
od1500k,vehev2,allgreen,rt,27422,47816.17
od1500k,vehev2,allgreen,ttt,27422,1029.00
od1500k,vehev3,kapusta2,tl,24847,849.72
od1500k,vehev3,kapusta2,rt,24847,50662.69
od1500k,vehev3,kapusta2,ttt,24847,1581.00
od1500k,vehev1,no-preemption,tl,14368,4007.39
od1500k,vehev1,no-preemption,rt,14368,78876.70
od1500k,vehev1,no-preemption,ttt,14368,5228.00
od1500k,vehev3,kapusta2,tl,22760,1428.06
od1500k,vehev3,kapusta2,rt,22760,49250.70
od1500k,vehev3,kapusta2,ttt,22760,2160.00
od1500k,vehev1,tpn2,tl,11718,566.64
od1500k,vehev1,tpn2,rt,11718,50294.18
od1500k,vehev1,tpn2,ttt,11718,1789.00
od1500k,vehev1,no-preemption,tl,32668,3464.59
od1500k,vehev1,no-preemption,rt,32668,81636.59
od1500k,vehev1,no-preemption,ttt,32668,4686.00
od1500k,vehev3,no-preemption,tl,17651,2239.59
od1500k,vehev3,no-preemption,rt,17651,51167.94
od1500k,vehev3,no-preemption,ttt,17651,2970.00
od1500k,vehev3,tpn2,tl,25029,192.02
od1500k,vehev3,tpn2,rt,25029,40124.97
od1500k,vehev3,tpn2,ttt,25029,923.00
od1500k,vehev3,allgreen,tl,30366,174.60
od1500k,vehev3,allgreen,rt,30366,50519.17
od1500k,vehev3,allgreen,ttt,30366,907.00
od1500k,vehev3,allgreen,tl,22737,941.13
od1500k,vehev3,allgreen,rt,22737,49657.48
od1500k,vehev3,allgreen,ttt,22737,1672.00
od1500k,vehev2,no-preemption,tl,6479,22838.19
od1500k,vehev2,no-preemption,rt,6479,162189.71
od1500k,vehev2,no-preemption,ttt,6479,23734.00
od1500k,vehev1,allgreen,tl,27422,171.54
od1500k,vehev1,allgreen,rt,27422,49147.19
od1500k,vehev1,allgreen,ttt,27422,1393.00
od1500k,vehev1,kapusta2,tl,31737,4253.08
od1500k,vehev1,kapusta2,rt,31737,63744.99
od1500k,vehev1,kapusta2,ttt,31737,5473.00
od1500k,vehev3,kapusta,tl,30366,2089.81
od1500k,vehev3,kapusta,rt,30366,58180.06
od1500k,vehev3,kapusta,ttt,30366,2821.00
od1500k,vehev3,allgreen,tl,22760,89.54
od1500k,vehev3,allgreen,rt,22760,46966.96
od1500k,vehev3,allgreen,ttt,22760,820.00
od1500k,vehev1,allgreen,tl,10280,346.53
od1500k,vehev1,allgreen,rt,10280,54378.34
od1500k,vehev1,allgreen,ttt,10280,1568.00
od1500k,vehev3,allgreen,tl,31737,67.46
od1500k,vehev3,allgreen,rt,31737,44607.94
od1500k,vehev3,allgreen,ttt,31737,798.00
od1500k,vehev2,allgreen,tl,27226,1578.83
od1500k,vehev2,allgreen,rt,27226,49619.10
od1500k,vehev2,allgreen,ttt,27226,2474.00
od1500k,vehev3,no-preemption,tl,22737,1870.81
od1500k,vehev3,no-preemption,rt,22737,51366.02
od1500k,vehev3,no-preemption,ttt,22737,2602.00
od1500k,vehev1,allgreen,tl,11718,169.70
od1500k,vehev1,allgreen,rt,11718,52133.88
od1500k,vehev1,allgreen,ttt,11718,1391.00
od1500k,vehev3,no-preemption,tl,16993,3502.12
od1500k,vehev3,no-preemption,rt,16993,72079.74
od1500k,vehev3,no-preemption,ttt,16993,4234.00
od1500k,vehev1,kapusta2,tl,27422,1534.99
od1500k,vehev1,kapusta2,rt,27422,51212.58
od1500k,vehev1,kapusta2,ttt,27422,2756.00
od1500k,vehev2,tpn,tl,11718,5385.84
od1500k,vehev2,tpn,rt,11718,84517.49
od1500k,vehev2,tpn,ttt,11718,6280.00
od1500k,vehev3,no-preemption,tl,16250,977.04
od1500k,vehev3,no-preemption,rt,16250,50305.73
od1500k,vehev3,no-preemption,ttt,16250,1708.00
od1500k,vehev3,no-preemption,tl,31737,2742.53
od1500k,vehev3,no-preemption,rt,31737,70072.14
od1500k,vehev3,no-preemption,ttt,31737,3475.00
od1500k,vehev3,kapusta2,tl,22737,1493.71
od1500k,vehev3,kapusta2,rt,22737,52701.17
od1500k,vehev3,kapusta2,ttt,22737,2225.00
od1500k,vehev2,allgreen,tl,10280,509.06
od1500k,vehev2,allgreen,rt,10280,54578.93
od1500k,vehev2,allgreen,ttt,10280,1404.00
od1500k,vehev1,tpn,tl,11718,194.01
od1500k,vehev1,tpn,rt,11718,48996.63
od1500k,vehev1,tpn,ttt,11718,1416.00
od1500k,vehev3,kapusta,tl,20276,3177.17
od1500k,vehev3,kapusta,rt,20276,71564.42
od1500k,vehev3,kapusta,ttt,20276,3908.00
od1500k,vehev1,kapusta2,tl,227,1520.77
od1500k,vehev1,kapusta2,rt,227,56805.56
od1500k,vehev1,kapusta2,ttt,227,2742.00
od1500k,vehev3,tpn,tl,11718,302.78
od1500k,vehev3,tpn,rt,11718,51544.48
od1500k,vehev3,tpn,ttt,11718,1034.00
od1500k,vehev3,kapusta2,tl,31737,2330.05
od1500k,vehev3,kapusta2,rt,31737,64608.19
od1500k,vehev3,kapusta2,ttt,31737,3062.00
od1500k,vehev2,no-preemption,tl,14368,8830.44
od1500k,vehev2,no-preemption,rt,14368,108253.69
od1500k,vehev2,no-preemption,ttt,14368,9725.00
od1500k,vehev3,tpn2,tl,2094,128.33
od1500k,vehev3,tpn2,rt,2094,41856.62
od1500k,vehev3,tpn2,ttt,2094,860.00
od1500k,vehev3,no-preemption,tl,21907,1913.35
od1500k,vehev3,no-preemption,rt,21907,58590.23
od1500k,vehev3,no-preemption,ttt,21907,2645.00
od500k,vehev2,allgreen,imp,6479,93.18066051230524
od500k,vehev2,allgreen,imp,11718,3.536827083168148
od500k,vehev3,tpn2,imp,16993,87.39496658376575
od500k,vehev3,kapusta2,imp,22570,48.10016386726751
od500k,vehev1,tpn2,imp,32556,86.4687889860616
od500k,vehev3,allgreen,imp,227,94.39121852582927
od500k,vehev3,tpn,imp,30366,90.51346947976761
od500k,vehev1,kapusta,imp,2094,88.86012711969201
od500k,vehev1,kapusta2,imp,11718,77.32688480818156
od500k,vehev1,tpn2,imp,14368,79.56313699587561
od500k,vehev1,kapusta2,imp,10280,67.74068387075471
od500k,vehev1,kapusta2,imp,15239,79.57119178064859
od500k,vehev3,kapusta2,imp,27548,67.07051847596381
od500k,vehev3,tpn,imp,16993,90.04472555702253
od500k,vehev1,tpn2,imp,6479,75.39287228723506
od500k,vehev3,kapusta2,imp,32668,51.81260057191468
od500k,vehev1,allgreen,imp,12837,92.0887486994864
od500k,vehev3,kapusta,imp,16993,84.35731319148066
od500k,vehev1,kapusta,imp,30366,88.54637892533722
od500k,vehev1,kapusta2,imp,32556,81.03274670854732
od500k,vehev2,allgreen,imp,16250,94.49965738279332
od500k,vehev3,allgreen,imp,10105,89.09100235970043
od500k,vehev1,allgreen,imp,22760,70.69052398536178
od500k,vehev3,tpn2,imp,14368,83.47546168182075
od500k,vehev3,allgreen,imp,2094,92.04915848383592
od500k,vehev3,allgreen,imp,30616,90.04549460007787
od500k,vehev1,tpn2,imp,17651,82.83133026691067
od500k,vehev1,allgreen,imp,16993,46.549048098674106
od500k,vehev1,allgreen,imp,21907,67.80382561542149
od500k,vehev1,kapusta2,imp,10105,65.98013124617749
od500k,vehev1,kapusta2,imp,14368,79.78510149691631
od500k,vehev2,kapusta2,imp,22737,-108.10935013113946
od500k,vehev3,allgreen,imp,20276,90.24854639259684
od500k,vehev3,tpn2,imp,30616,87.94085701989877
od500k,vehev3,kapusta2,imp,12837,36.33453340424661
od500k,vehev2,allgreen,imp,21907,96.30141671617073
od500k,vehev3,kapusta2,imp,11718,53.13155927795468
od500k,vehev1,allgreen,imp,2094,71.40054244330314
od500k,vehev1,kapusta2,imp,6479,47.01429719688866
od500k,vehev1,allgreen,imp,14368,73.46180136865308
od500k,vehev2,allgreen,imp,15239,92.26945464458092
od500k,vehev2,allgreen,imp,12811,91.55753983067298
od500k,vehev2,allgreen,imp,10105,92.22302324025834
od500k,vehev1,kapusta,imp,11718,91.56842741630771
od500k,vehev3,tpn2,imp,27548,77.20100945854449
od500k,vehev2,tpn2,imp,12837,84.81503328558186
od500k,vehev1,kapusta2,imp,16993,70.72635107243697
od500k,vehev3,kapusta,imp,2094,63.87322933109203
od500k,vehev2,kapusta,imp,30616,69.323972836513
od500k,vehev2,kapusta2,imp,16993,-4.437919346064256
od500k,vehev3,allgreen,imp,27422,92.01600808424294
od500k,vehev3,tpn2,imp,22760,87.6105559825775
od500k,vehev1,tpn2,imp,20276,67.11255793970139
od500k,vehev3,allgreen,imp,12811,89.71929068849164
od500k,vehev1,kapusta2,imp,6325,34.29457698724333
od500k,vehev2,kapusta2,imp,10105,-231.03804505354844
od500k,vehev3,kapusta,imp,21907,74.50912072145933
od500k,vehev3,kapusta2,imp,25029,63.263087730092806
od500k,vehev3,allgreen,imp,32668,92.62763024383244
od500k,vehev3,tpn2,imp,30366,85.59293377463086
od500k,vehev2,tpn2,imp,27422,87.82313220439876
od500k,vehev3,tpn,imp,12811,89.70903459380737
od500k,vehev2,kapusta2,imp,25029,20.3919814076035
od500k,vehev3,kapusta,imp,30616,65.30012090907229
od500k,vehev1,tpn2,imp,16250,86.11011037238397
od500k,vehev2,tpn2,imp,22737,70.19435539913471
od500k,vehev1,allgreen,imp,27548,77.83027531651582
od500k,vehev3,tpn2,imp,32668,91.16812036856724
od500k,vehev3,kapusta2,imp,2094,47.57590045304525
od500k,vehev1,kapusta2,imp,2094,77.62297717286464
od500k,vehev1,tpn2,imp,31737,88.6527423066225
od500k,vehev2,kapusta,imp,22760,56.91352620478332
od500k,vehev2,kapusta,imp,16993,79.75142629971126
od500k,vehev2,kapusta2,imp,12837,48.15243953821522
od500k,vehev3,allgreen,imp,16993,89.26177244209728
od500k,vehev1,tpn2,imp,21907,69.0371484781854
od500k,vehev1,kapusta,imp,16993,90.15983356174561
od500k,vehev2,allgreen,imp,27548,93.55435779226899
od500k,vehev3,allgreen,imp,17651,92.04505852688547
od500k,vehev2,tpn2,imp,20276,85.71725394508316
od500k,vehev3,kapusta2,imp,10105,36.43172258130707
od500k,vehev1,kapusta2,imp,4771,85.09829429558387
od500k,vehev3,tpn,imp,10105,81.59638863239971
od500k,vehev1,allgreen,imp,12811,93.5452403273621
od500k,vehev3,tpn,imp,21907,82.78643164582905
od500k,vehev2,kapusta,imp,2094,51.08539734149373
od500k,vehev1,kapusta2,imp,30366,55.51545414843563
od500k,vehev1,tpn,imp,20276,79.95554857846336
od500k,vehev2,allgreen,imp,17651,92.80086913857153
od500k,vehev3,kapusta2,imp,27422,40.2519909854275
od500k,vehev2,tpn2,imp,32556,79.52953412254138
od500k,vehev2,allgreen,imp,16993,93.61687288147415
od500k,vehev1,allgreen,imp,32556,78.85111044968937
od500k,vehev3,tpn2,imp,6479,83.2732597431854
od500k,vehev2,allgreen,imp,6325,93.51176343621843
od500k,vehev1,tpn2,imp,30616,75.64528768818313
od500k,vehev2,tpn,imp,16993,92.86640907252158
od500k,vehev3,allgreen,imp,10280,92.96547339492817
od500k,vehev1,allgreen,imp,16250,71.78544525595258
od500k,vehev2,tpn2,imp,2094,86.64451244780211
od500k,vehev1,kapusta2,imp,24847,58.473967832179376
od500k,vehev1,tpn2,imp,10280,81.22905212409398
od500k,vehev1,kapusta2,imp,27226,64.19119588173179
od500k,vehev2,kapusta2,imp,2094,-75.14185075388097
od500k,vehev1,allgreen,imp,22570,70.31902772502849
od500k,vehev1,tpn,imp,30366,92.41259403917303
od500k,vehev3,tpn2,imp,10105,85.23956089053041
od500k,vehev2,tpn,imp,22760,85.00298459946676
od500k,vehev2,allgreen,imp,22760,92.77488161088782
od500k,vehev1,kapusta,imp,12811,92.27329161071275
od500k,vehev1,tpn2,imp,227,73.59482333295382
od500k,vehev1,tpn2,imp,27226,68.5784054910243
od500k,vehev1,allgreen,imp,17651,91.36703101043572
od500k,vehev1,tpn,imp,2094,80.82157902112891
od500k,vehev2,kapusta,imp,30366,63.66469182678145
od500k,vehev3,allgreen,imp,32556,92.27924226746033
od500k,vehev3,tpn,imp,30616,84.6097096132959
od500k,vehev2,tpn2,imp,30366,74.68167981408136
od500k,vehev2,tpn,imp,20276,95.68251803390481
od500k,vehev3,tpn2,imp,17651,86.93651216662225
od500k,vehev1,kapusta2,imp,21907,70.77471192156992
od500k,vehev3,kapusta2,imp,16250,51.334323618296374
od500k,vehev3,kapusta2,imp,12811,51.225090510035585
od500k,vehev2,kapusta2,imp,21907,55.64256269014059
od500k,vehev3,allgreen,imp,6479,91.40981793606258
od500k,vehev3,allgreen,imp,25029,91.7038404348049
od500k,vehev2,allgreen,imp,32556,88.60950516452031
od500k,vehev2,kapusta2,imp,27548,-10.813288888508055
od500k,vehev1,allgreen,imp,30616,70.98948236749845
od500k,vehev1,allgreen,imp,10105,67.95295634494273
od500k,vehev3,tpn2,imp,12811,90.26183809728931
od500k,vehev1,tpn2,imp,15239,82.02016879025219
od500k,vehev2,tpn2,imp,17651,86.4070932922128
od500k,vehev2,tpn2,imp,10105,82.29667560999175
od500k,vehev1,kapusta2,imp,25029,82.80866927840262
od500k,vehev3,kapusta,imp,10105,79.89535241612803
od500k,vehev3,allgreen,imp,21907,90.17011682721869
od500k,vehev1,tpn2,imp,27422,80.61738898553669
od500k,vehev1,allgreen,imp,24847,69.91425765615587
od500k,vehev2,allgreen,imp,24847,91.88939431357397
od500k,vehev2,kapusta2,imp,32668,-85.68128028851572
od500k,vehev3,kapusta2,imp,30616,50.03073959464721
od500k,vehev1,kapusta2,imp,16250,72.74096878786887
od500k,vehev2,kapusta2,imp,6479,-48.47292290301646
od500k,vehev1,allgreen,imp,4771,60.25222448863601
od500k,vehev2,allgreen,imp,31737,98.47631024002455
od500k,vehev1,allgreen,imp,15239,73.84130679589538
od500k,vehev1,allgreen,imp,20276,71.70724855615504
od500k,vehev2,allgreen,imp,2094,92.31615185999809
od500k,vehev2,kapusta2,imp,4771,4.591619229129574
od500k,vehev2,kapusta2,imp,30616,-74.39064578012639
od500k,vehev3,tpn2,imp,20276,90.72045696503153
od500k,vehev1,kapusta2,imp,17651,82.1314934797303
od500k,vehev1,kapusta2,imp,30616,55.74015260878532
od500k,vehev2,kapusta,imp,20276,74.68380731158965
od500k,vehev1,tpn2,imp,22760,79.63867066491537
od500k,vehev2,kapusta2,imp,27422,-38.281051384918726
od500k,vehev2,kapusta2,imp,12811,-650.3800152304728
od500k,vehev3,kapusta2,imp,17651,50.94811504479203
od500k,vehev2,kapusta2,imp,22570,-76.21983398213166
od500k,vehev1,kapusta2,imp,22570,71.7721560791955
od500k,vehev2,tpn2,imp,16993,87.80635801866396
od500k,vehev3,kapusta2,imp,14368,42.07940362568476
od500k,vehev1,kapusta,imp,30616,88.20127861414726
od500k,vehev3,kapusta,imp,11718,66.7820246347282
od500k,vehev1,tpn,imp,22760,91.40376529288824
od500k,vehev3,kapusta2,imp,30366,52.04168417169617
od500k,vehev1,allgreen,imp,30366,71.80102011387702
od500k,vehev2,tpn,imp,10105,91.59798143454898
od500k,vehev1,tpn2,imp,16993,67.37612073378133
od500k,vehev1,allgreen,imp,6325,93.69588246861579
od500k,vehev1,tpn,imp,30616,79.80697050938338
od500k,vehev2,tpn2,imp,11718,20.000792832791557
od500k,vehev3,allgreen,imp,16250,88.51815806996875
od500k,vehev3,allgreen,imp,27226,92.95654934409274
od500k,vehev1,kapusta2,imp,12837,89.74121843674136
od500k,vehev2,kapusta2,imp,30366,-62.775686556904866
od500k,vehev1,tpn2,imp,12811,83.31200749993666
od500k,vehev3,tpn2,imp,227,93.2839054450917
od500k,vehev3,tpn2,imp,22570,86.99815649324047
od500k,vehev1,kapusta2,imp,27548,65.85049179497247
od500k,vehev2,allgreen,imp,20276,95.22541049109759
od500k,vehev1,allgreen,imp,31737,93.26687232912737
od500k,vehev2,kapusta2,imp,27226,-34.73281912306303
od500k,vehev2,allgreen,imp,12837,94.97661582539816
od500k,vehev2,tpn2,imp,22570,89.55838253645997
od500k,vehev3,tpn,imp,20276,83.42682826959299
od500k,vehev1,tpn2,imp,6325,85.71582626567624
od500k,vehev1,kapusta2,imp,22737,65.51602654839421
od500k,vehev2,tpn2,imp,10280,84.3295473495025
od500k,vehev3,tpn2,imp,32556,77.21782249223928
od500k,vehev3,tpn2,imp,16250,68.75685089381754
od500k,vehev1,kapusta2,imp,32668,58.52315021587018
od500k,vehev3,allgreen,imp,24847,92.05319726636544
od500k,vehev1,allgreen,imp,6479,77.0725872293564
od500k,vehev2,tpn2,imp,4771,73.79441783484214
od500k,vehev2,kapusta2,imp,6325,-16.693287286855174
od500k,vehev2,allgreen,imp,25029,8.90844238966978
od500k,vehev2,allgreen,imp,30366,93.08893325914045
od500k,vehev3,kapusta2,imp,20276,29.18986978953403
od500k,vehev3,kapusta2,imp,27226,55.16686977091888
od500k,vehev2,tpn2,imp,15239,85.09051841636868
od500k,vehev3,allgreen,imp,15239,90.72390071867214
od500k,vehev2,kapusta2,imp,10280,-57.864408663912094
od500k,vehev2,kapusta,imp,11718,-132.49583762784428
od500k,vehev2,kapusta2,imp,14368,47.26207040918102
od500k,vehev3,tpn,imp,22760,82.87061234947477
od500k,vehev3,kapusta2,imp,15239,56.51572159399637
od500k,vehev2,tpn2,imp,6325,85.20859671302149
od500k,vehev1,tpn2,imp,24847,80.48061925943043
od500k,vehev1,allgreen,imp,27226,92.07447861668426
od500k,vehev1,tpn2,imp,22570,68.0402582605393
od500k,vehev2,tpn2,imp,21907,89.46985652823531
od500k,vehev3,tpn2,imp,27226,86.78661764856479
od500k,vehev1,tpn2,imp,4771,82.22493069194384
od500k,vehev3,allgreen,imp,4771,94.08114362954922
od500k,vehev3,tpn2,imp,31737,92.39380783089504
od500k,vehev3,kapusta2,imp,6479,31.47002805709722
od500k,vehev1,kapusta2,imp,20276,74.28840544984342
